Destination ID,Attraction,Hotel Name,Location,Review (short),Rating (approx.),Price,Province
1083,Babai,No,NO,NO,NO,NO,5
1083,Babai,DEVKOTA HOTEL AND LODGE,"9P37+RXC, Bansagadhi 21800","""Eco-friendly, close to lake""",3.9,Low: $12–$25,5
1083,Babai,NO,NO,NO,NO,NO,5
1084,Kabhrechaur,NO,NO,NO,NO,NO,5
1084,Kabhrechaur,NO,NO,NO,NO,NO,5
1084,Kabhrechaur,NO,NO,NO,NO,NO,5
1085,Sahare,NO,NO,NO,NO,NO,5
1085,Sahare,NO,NO,NO,NO,NO,5
1085,Sahare,NO,NO,NO,NO,NO,5
1086,Dasarathpur,NO,NO,NO,NO,NO,5
1086,Dasarathpur,NO,NO,NO,NO,NO,5
1086,Dasarathpur,NO,NO,NO,NO,NO,5
1087,Ramghat,NO,NO,NO,NO,NO,5
1087,Ramghat,NO,NO,NO,NO,NO,5
1087,Ramghat,NO,NO,NO,NO,NO,5
1088,Satakhani,NO,NO,NO,NO,NO,5
1088,Satakhani,NO,NO,NO,NO,NO,5
1088,Satakhani,NO,NO,NO,NO,NO,5
1089,Uttarganga,Suva Hotel Pvt. Ltd,"HJV7+73H, Birendranagar-18, Chinapool, Karnali Hwy, Birendranagar 21700",Riverside views; serene environment,4.3,Mid: $25–$45,5
1089,Uttarganga,Hotel Darshan,"Airport Road, Birendranagar 21700",Mountain views; peaceful atmosphere,4,Low: $12–$25,5
1089,Uttarganga,Siddhartha Sunny Resort,"Karnali Hwy, Birendranagar 21700",Scenic location; comfortable stay,4.4,High: $40–$70,5
1090,Hariharpur,NO,NO,NO,NO,NO,5
1090,Hariharpur,NO,NO,NO,NO,NO,5
1090,Hariharpur,NO,NO,NO,NO,NO,5
1091,Ranighat,NO,NO,NO,NO,NO,5
1091,Ranighat,NO,NO,NO,NO,NO,5
1091,Ranighat,NO,NO,NO,NO,NO,5
1092,Sunwal,"Lotus Resort, Nawalparasi","HJRR+4RM, Sunwal 33000",Scenic views; comfortable stay,4.2,Mid: $25–$45,5
1092,Sunwal,Hotel Reborn,"Sunwal 2, Sunwal 33000",Village experience; cultural heritage,4.3,Low: $12–$25,5
1092,Sunwal,"Hotel ORION",Sunwal 33000,Riverside views; serene environment,4.4,High: $40–$70,5
1093,Siddharthanagar,Gautam Buddha Airport Hotel - Luxury Hotel in Bhairahawa,"Siddharthanagar-10, Siddharthanagar 32900",Mountain views; peaceful atmosphere,4.5,Mid: $25–$45,5
1093,Siddharthanagar,Hotel Star Holiday,"Belhiya, Siddharthanagar-1, Lumbini Region, Siddharthanagar 32900",Scenic location; comfortable stay,4.2,Low: $12–$25,5
1093,Siddharthanagar,Siddhartha Vilasa,Siddharthanagar 32900,Eco-friendly; nature walks,4.3,High: $40–$70,5
1094,Bisunpura,Lumbini Palace Resort Ltd.,"Siyari 5, Siddhapur, Dayanagar 32900",Panoramic views; cultural experience,4.2,Mid: $25–$45,5
1094,Bisunpura,Hotel Kailash Lumbini,"Opposite to Gate No:-9, Vishnupura Road, Lumbini Sanskritik 32914",Mountain views; cultural heritage,3.9,Low: $12–$25,5
1094,Bisunpura,Lumbini Hotel Kasai,"Lumbini Sacred Garden | P.O.BOX65, Lumbini, Nepal, Lumbini Sanskritik 32900",Scenic location; comfortable stay,4,High: $40–$70,5
1095,Rudrapur,NO,NO,NO,NO,NO,5
1095,Rudrapur,NO,NO,NO,NO,NO,5
1095,Rudrapur,NO,NO,NO,NO,NO,5
1096,Balarampur,NO,NO,NO,NO,NO,5
1096,Balarampur,NO,NO,NO,NO,NO,5
1096,Balarampur,NO,NO,NO,NO,NO,5
1097,Limi,NO,NO,NO,NO,NO,6
1097,Limi,NO,NO,NO,NO,NO,6
1097,Limi,NO,NO,NO,NO,NO,6
1098,Hepka,NO,NO,NO,NO,NO,6
1098,Hepka,NO,NO,NO,NO,NO,6
1098,Hepka,NO,NO,NO,NO,NO,6
1099,Muchu,Sun Valley Resort Hotel,"XRF8+358, Simikot 21000",Cozy rooms; panoramic views,4.2,Mid: $25–$45,6
1099,Muchu,Tibetan Hotel and Lodge,"XRC9+WGW, Simikot 21000",Riverside setting; peaceful atmosphere,4.1,Low: $12–$25,6
1099,Muchu,Hotel Alice The Wonder Inn Ltd.,"XR9C+M7C, Simikot 21000",Scenic views; comfortable stay,4.5,High: $40–$70,6
1100,Simikot,Sun Valley Resort Hotel,"XRF8+358, Simikot 21000",Village experience; cultural heritage,4.2,Mid: $25–$45,6
1100,Simikot,Tibetan Hotel and Lodge,"XRC9+WGW, Simikot 21000",Riverside views; serene environment,4.2,Low: $12–$25,6
1100,Simikot,Hotel Alice The Wonder Inn Ltd.,"XR9C+M7C, Simikot 21000",Mountain views; peaceful atmosphere,4,High: $40–$70,6
1101,Raha,NO,NO,NO,NO,NO,6
1101,Raha,NO,NO,NO,NO,NO,6
1101,Raha,NO,NO,NO,NO,NO,6
1102,Bhandarlek,NO,NO,NO,NO,NO,6
1102,Bhandarlek,NO,NO,NO,NO,NO,6
1102,Bhandarlek,NO,NO,NO,NO,NO,6
1103,Kharpunath,NO,NO,NO,NO,NO,6
1103,Kharpunath,NO,NO,NO,NO,NO,6
1103,Kharpunath,NO,NO,NO,NO,NO,6
1104,Mangri,NO,NO,NO,NO,NO,6
1104,Mangri,NO,NO,NO,NO,NO,6
1104,Mangri,NO,NO,NO,NO,NO,6
1105,Mugu,NO,NO,NO,NO,NO,6
1105,Mugu,Lenjyam Hotel,"H8Q3+WQ4, Mangri 21100","""Mountain views, cultural experience""",4.3,Low: $12–$25,6
1105,Mugu,NO,NO,NO,NO,NO,6
1106,Shreenagar,"Rara Cultural Resort, Rara",Rara 21100,"""Eco-friendly, close to lake""",4.2,Mid: $25–$45,6
1106,Shreenagar,Ekanta Himali Hotel,"G2CM+RH, Rara 21100","""Near Phewa Lake, good amenities""",4.3,Low: $12–$25,6
1106,Shreenagar,NO,NO,NO,NO,NO,6
1107,Maila,NO,NO,NO,NO,NO,6
1107,Maila,NO,NO,NO,NO,NO,6
1107,Maila,NO,NO,NO,NO,NO,6
1108,Birat,NO,NO,NO,NO,NO,6
1108,Birat,NO,NO,NO,NO,NO,6
1108,Birat,NO,NO,NO,NO,NO,6
1109,Kalai,NO,NO,NO,NO,NO,6
1109,Kalai,NO,NO,NO,NO,NO,6
1109,Kalai,NO,NO,NO,NO,NO,6
1110,Rara,"Rara Cultural Resort, Rara",Rara 21100,"""Budget-friendly, central location""",4.1,Mid: $25–$45,6
1110,Rara,Ekanta Himali Hotel,"G2CM+RH, Rara 21100","""Riverside views, good for nature lovers""",4,Low: $12–$25,6
1110,Rara,NO,NO,NO,NO,NO,6
1111,Chandannath,The galaxy hotel and restaurant,"Chandannath-6, 21200",Riverside views; serene environment,4,Mid: $25–$45,6
1111,Chandannath,Shah hotel & resturant,"Karnali Hwy, Lamra 21200","""Budget-friendly, central location""",4.5,Low: $12–$25,6
1111,Chandannath,Stay Valley View Resort,"Chandannath-6, 21200","""Simple amenities, good for short stays""",4.1,High: $40–$70,6
1112,Shey Phoksundo NP,NO,NO,NO,NO,NO,6
1112,Shey Phoksundo NP,Mt.kailash guest house,"Shey Phoksundo National Park, Phoksundo 21400","""Great views, friendly staff""",4,Low: $12–$25,6
1112,Shey Phoksundo NP,Shey Phoksundo Lakeside Hotel,"5WGM+CG, Phoksundo 21400","""Peaceful surroundings, basic facilities""",4.1,High: $40–$70,6
1113,Kanjeralwa,NO,NO,NO,NO,NO,6
1113,Kanjeralwa,NO,NO,NO,NO,NO,6
1113,Kanjeralwa,NO,NO,NO,NO,NO,6
1114,Phoksundo,NO,NO,NO,NO,NO,6
1114,Phoksundo,Mt.kailash guest house,"Shey Phoksundo National Park, Phoksundo 21400","""Near Phewa Lake, good amenities""",4.2,Low: $12–$25,6
1114,Phoksundo,Shey Phoksundo Lakeside Hotel,"5WGM+CG, Phoksundo 21400","""Authentic rural experience, warm hospitality""",4.1,High: $40–$70,6
1115,Dho,NO,NO,NO,NO,NO,6
1115,Dho,NO,NO,NO,NO,NO,6
1115,Dho,NO,NO,NO,NO,NO,6
1116,Lawan,NO,NO,NO,NO,NO,6
1116,Lawan,NO,NO,NO,NO,NO,6
1116,Lawan,NO,NO,NO,NO,NO,6
1117,Jufai,NO,NO,NO,NO,NO,6
1117,Jufai,NO,NO,NO,NO,NO,6
1117,Jufai,NO,NO,NO,NO,NO,6
1118,Dunai,Hotel Blue Sheep Inn,Dunai 21400,Tranquil environment; nature walks,4.2,Mid: $25–$45,6
1118,Dunai,Hotel Mount Putha,Jufal 21401,Cozy rooms; panoramic views,4,Low: $12–$25,6
1118,Dunai,NO,NO,NO,NO,NO,6
1119,Hiunchuli,NO,NO,NO,NO,NO,6
1119,Hiunchuli,NO,NO,NO,NO,NO,6
1119,Hiunchuli,NO,NO,NO,NO,NO,6
1120,Sakala,NO,NO,NO,NO,NO,6
1120,Sakala,NO,NO,NO,NO,NO,6
1120,Sakala,NO,NO,NO,NO,NO,6
1121,Guthichaur,NO,NO,NO,NO,NO,6
1121,Guthichaur,Chotre,"6C3F+62R, Guthichaur 21200",Mountain views; cultural heritage,4,Low: $12–$25,6
1121,Guthichaur,NO,NO,NO,NO,NO,6
1122,Manma,Hotel Suva Kot Durbar,"5J24+6JQ, Manma 21300",Cozy rooms; panoramic views,4.1,Mid: $25–$45,6
1122,Manma,NOSun Light Hotel And Resturant,"Jumla Road Khandachakra-1, Manma",Riverside setting; peaceful atmosphere,4.1,Low: $12–$25,6
1122,Manma,HOTEL HILL SIDE,Manma 21300,Scenic views; comfortable stay,4,High: $40–$70,6
1123,Saldang,NO,NO,NO,NO,NO,6
1123,Saldang,NO,NO,NO,NO,NO,6
1123,Saldang,NO,NO,NO,NO,NO,6
1124,Tinje,kayori mountain hotel (དཀར་ཡོལ་རི་མགྲོན་ཁང།),"5548+Q4H, Dho 21400",Scenic location; comfortable stay,3.9,Mid: $25–$45,6
1124,Tinje,Dolpo himalayan hotel and lodge,"C4JR+R39, Saldang 21400",Eco-friendly; nature walks,4.4,Low: $12–$25,6
1124,Tinje,NO,NO,NO,NO,NO,6
1125,Bhalu Lek,NO,NO,NO,NO,NO,6
1125,Bhalu Lek,NO,NO,NO,NO,NO,6
1125,Bhalu Lek,NO,NO,NO,NO,NO,6
1126,Dullu,NO,NO,NO,NO,NO,6
1126,Dullu,NO,NO,NO,NO,NO,6
1126,Dullu,NO,NO,NO,NO,NO,6
1127,Narayan Municipality,Hotel Parkinn Dailekh,Narayan Municipality 21600,Village experience; cultural heritage,4,Mid: $25–$45,6
1127,Narayan Municipality,NO,NO,NO,NO,NO,6
1127,Narayan Municipality,Hotel Mansarovar,"Dekendra chowk, Narayan Municipality 21600",Mountain views; peaceful atmosphere,4.5,High: $40–$70,6
1128,Daha,NO,NO,NO,NO,NO,6
1128,Daha,NO,NO,NO,NO,NO,6
1128,Daha,NO,NO,NO,NO,NO,6
1129,Hiunchuli Patan,NO,NO,NO,NO,NO,6
1129,Hiunchuli Patan,NO,NO,NO,NO,NO,6
1129,Hiunchuli Patan,NO,NO,NO,NO,NO,6
1130,Khalanga,NO,NO,NO,NO,NO,6
1130,Khalanga,NO,NO,NO,NO,NO,6
1130,Khalanga,NO,NO,NO,NO,NO,6
1131,Jhula,NO,NO,NO,NO,NO,6
1131,Jhula,NO,NO,NO,NO,NO,6
1131,Jhula,NO,NO,NO,NO,NO,6
1132,Sima,NO,NO,NO,NO,NO,6
1132,Sima,NO,NO,NO,NO,NO,6
1132,Sima,NO,NO,NO,NO,NO,6
1133,Birendranagar,Suva Hotel Pvt. Ltd,"HJV7+73H, Birendranagar-18, Chinapool, Karnali Hwy, Birendranagar 21700",Scenic location; comfortable stay,4,Mid: $25–$45,6
1133,Birendranagar,Hotel Darshan,"Airport Road, Birendranagar 21700",Village experience; cultural heritage,4,Low: $12–$25,6
1133,Birendranagar,Siddhartha Sunny Resort,"Karnali Hwy, Birendranagar 21700",Riverside views; serene environment,4.5,High: $40–$70,6
1134,Babiyachaur,NO,NO,NO,NO,NO,6
1134,Babiyachaur,NO,NO,NO,NO,NO,6
1134,Babiyachaur,NO,NO,NO,NO,NO,6
1135,Sharada,NO,NO,NO,NO,NO,6
1135,Sharada,NO,NO,NO,NO,NO,6
1135,Sharada,NO,NO,NO,NO,NO,6
1136,Bulbule Lake,Suva Hotel Pvt. Ltd,"HJV7+73H, Birendranagar-18, Chinapool, Karnali Hwy, Birendranagar 21700","""Mountain views, cultural experience""",4,Mid: $25–$45,6
1136,Bulbule Lake,Hotel Darshan,"Airport Road, Birendranagar 21700","""Scenic location, excellent service""",3.9,Low: $12–$25,6
1136,Bulbule Lake,Siddhartha Sunny Resort,"Karnali Hwy, Birendranagar 21700","""Eco-friendly, close to lake""",4,High: $40–$70,6
1137,Sinja Valley,NO,NO,NO,NO,NO,6
1137,Sinja Valley,NO,NO,NO,NO,NO,6
1137,Sinja Valley,NO,NO,NO,NO,NO,6
1138,Panchakoshi Area,Gorakha Hotel Pvt. Ltd,"M78C+PV8, Itahari - 6, NTC Rd, Itahari 56705","""Simple stay, good for trekkers""",4,Mid: $25–$45,6
1138,Panchakoshi Area,Hotel Shangrila & guest house,"M77C+J6V, Itahari 56705","""Riverside views, basic amenities""",4.1,Low: $12–$25,6
1138,Panchakoshi Area,Hotel Verandah,M77G+82 Itahari,"""Cultural heritage, friendly staff""",4.1,High: $40–$70,6
1139,Kakrebihar,NO,NO,NO,NO,NO,6
1139,Kakrebihar,NO,NO,NO,NO,NO,6
1139,Kakrebihar,NO,NO,NO,NO,NO,6
1140,Bheri River,NO,NO,NO,NO,NO,6
1140,Bheri River,NO,NO,NO,NO,NO,6
1140,Bheri River,NO,NO,NO,NO,NO,6
1141,Chhayanath Rara,"Rara Cultural Resort, Rara",Rara 21100,"""Riverside views, good for nature lovers""",4.2,Mid: $25–$45,6
1141,Chhayanath Rara,Ekanta Himali Hotel,"G2CM+RH, Rara 21100","""Mountain views, peaceful retreat""",4.1,Low: $12–$25,6
1141,Chhayanath Rara,NO,NO,NO,NO,NO,6
1142,Mount Kanjiroba,NO,NO,NO,NO,NO,6
1142,Mount Kanjiroba,NO,NO,NO,NO,NO,6
1142,Mount Kanjiroba,NO,NO,NO,NO,NO,6
1143,Putha Hiunchuli,NO,NO,NO,NO,NO,6
1143,Putha Hiunchuli,NO,NO,NO,NO,NO,6
1143,Putha Hiunchuli,NO,NO,NO,NO,NO,6
1144,Kande Hiun Chuli,NO,NO,NO,NO,NO,6
1144,Kande Hiun Chuli,NO,NO,NO,NO,NO,6
1144,Kande Hiun Chuli,NO,NO,NO,NO,NO,6
1145,Chankheli Peak,NO,NO,NO,NO,NO,6
1145,Chankheli Peak,NO,NO,NO,NO,NO,6
1145,Chankheli Peak,NO,NO,NO,NO,NO,6
1146,Changdi (Lalung),NO,NO,NO,NO,NO,6
1146,Changdi (Lalung),NO,NO,NO,NO,NO,6
1146,Changdi (Lalung),NO,NO,NO,NO,NO,6
1147,Kubi Gangri,NO,NO,NO,NO,NO,6
1147,Kubi Gangri,NO,NO,NO,NO,NO,6
1147,Kubi Gangri,NO,NO,NO,NO,NO,6
1148,Fimkof,NO,NO,NO,NO,NO,6
1148,Fimkof,NO,NO,NO,NO,NO,6
1148,Fimkof,NO,NO,NO,NO,NO,6
1149,Phoksundo,NO,NO,NO,NO,NO,6
1149,Phoksundo,Mt.kailash guest house,"Shey Phoksundo National Park, Phoksundo 21400",Riverside setting; peaceful atmosphere,4,Low: $12–$25,6
1149,Phoksundo,Shey Phoksundo Lakeside Hotel,"5WGM+CG, Phoksundo 21400",Scenic views; comfortable stay,4,High: $40–$70,6
1150,Kanjiroba,Hotel Blue Sheep Inn,Dunai 21400,Village experience; cultural heritage,4.5,Mid: $25–$45,6
1150,Kanjiroba,Hotel Mount Putha,Jufal 21401,Riverside views; serene environment,4.1,Low: $12–$25,6
1150,Kanjiroba,NO,NO,NO,NO,NO,6
1151,Patmara,NO,NO,NO,NO,NO,6
1151,Patmara,NO,NO,NO,NO,NO,6
1151,Patmara,NO,NO,NO,NO,NO,6
1152,Mugu,NO,NO,NO,NO,NO,6
1152,Mugu,Lenjyam Hotel,"H8Q3+WQ4, Mangri 21100",Scenic location; comfortable stay,4,Low: $12–$25,6
1152,Mugu,NO,NO,NO,NO,NO,6
1153,Rara,"Rara Cultural Resort, Rara",Rara 21100,Riverside setting; peaceful atmosphere,4,Mid: $25–$45,6
1153,Rara,Ekanta Himali Hotel,"G2CM+RH, Rara 21100",Scenic views; comfortable stay,4,Low: $12–$25,6
1153,Rara,NO,NO,NO,NO,NO,6
1154,Chhoti Hill Viewpoint,NO,NO,NO,NO,NO,7
1154,Chhoti Hill Viewpoint,NO,NO,NO,NO,NO,7
1154,Chhoti Hill Viewpoint,NO,NO,NO,NO,NO,7
1155,Bajhang Offbeat Villages,NO,NO,NO,NO,NO,7
1155,Bajhang Offbeat Villages,NO,NO,NO,NO,NO,7
1155,Bajhang Offbeat Villages,NO,NO,NO,NO,NO,7
1156,Malika Historical Sites,NO,NO,NO,NO,NO,7
1156,Malika Historical Sites,NO,NO,NO,NO,NO,7
1156,Malika Historical Sites,NO,NO,NO,NO,NO,7
1157,Jhulaghat Small Temples,NO,NO,NO,NO,NO,7
1157,Jhulaghat Small Temples,NO,NO,NO,NO,NO,7
1157,Jhulaghat Small Temples,NO,NO,NO,NO,NO,7
1158,Chhoti Shivalaya Temple,Sitar Hotel and Restaurant Pvt. Ltd,Dhangadhi 10900,Riverside views; serene environment,4,Mid: $25–$45,7
1158,Chhoti Shivalaya Temple,HOTEL DEV INN,"PH27+P52, Dhangadhi 10900",Mountain views; peaceful atmosphere,4.2,Low: $12–$25,7
1158,Chhoti Shivalaya Temple,Hotel Jalsa,"PH3F+VXG, Dhangadhi 10900",Scenic location; comfortable stay,4.3,High: $40–$70,7
1159,Gauriganga Waterfall,Gauriganga Waterfall,"QP7V+XX, Mahendra Hwy, Chaumala 10900",Eco-friendly; nature walks,4.1,Mid: $25–$45,7
1159,Gauriganga Waterfall,NO,NO,NO,NO,NO,7
1159,Gauriganga Waterfall,NO,NO,NO,NO,NO,7
1160,Doti Hidden Trails,NO,NO,NO,NO,NO,7
1160,Doti Hidden Trails,NO,NO,NO,NO,NO,7
1160,Doti Hidden Trails,NO,NO,NO,NO,NO,7
1161,Rauteli Lake,NO,NO,NO,NO,NO,7
1161,Rauteli Lake,NO,NO,NO,NO,NO,7
1161,Rauteli Lake,NO,NO,NO,NO,NO,7
1162,Kailali / Rupandehi,NO,NO,NO,NO,NO,7
1162,Kailali / Rupandehi,NO,NO,NO,NO,NO,7
1162,Kailali / Rupandehi,NO,NO,NO,NO,NO,7
1163,Doti,NO,NO,NO,NO,NO,7
1163,Doti,NO,NO,NO,NO,NO,7
1163,Doti,NO,NO,NO,NO,NO,7
1164,Bajhang,NO,NO,NO,NO,NO,7
1164,Bajhang,NO,NO,NO,NO,NO,7
1164,Bajhang,NO,NO,NO,NO,NO,7
1165,Baitadi,NO,NO,NO,NO,NO,7
1165,Baitadi,NO,NO,NO,NO,NO,7
1165,Baitadi,NO,NO,NO,NO,NO,7
1166,Khaptad Baba Ashram,NO,NO,NO,NO,NO,7
1166,Khaptad Baba Ashram,NO,NO,NO,NO,NO,7
1166,Khaptad Baba Ashram,NO,NO,NO,NO,NO,7
1167,Jhulaghat (Mechinagar border area),NO,NO,NO,NO,NO,7
1167,Jhulaghat (Mechinagar border area),NO,NO,NO,NO,NO,7
1167,Jhulaghat (Mechinagar border area),NO,NO,NO,NO,NO,7
1168,Ghodaghodi Tal,NO,NO,NO,NO,NO,7
1168,Ghodaghodi Tal,Ghodaghodi Paradise Cottage,"MWJX+M7H, Ghodaghodi 10900","""Peaceful setting, cultural immersion""",4,Low: $12–$25,7
1168,Ghodaghodi Tal,OYO 579 Ghodaghodi Lake Palace,"Ghodaghodi Lake Palace Eastern highway ,ghodaghodi, Dhangadhi 10900","""Simple stay, good for trekkers""",4,High: $40–$70,7
1169,Ninglashaini Temple,SPOT ON 541 Apee Guest House,"Apee Guest House Dasharathchanda, माहाकाली राजमार्ग, धनगढी 10200","""Riverside views, basic amenities""",3.9,Mid: $25–$45,7
1169,Ninglashaini Temple,NO,NO,NO,NO,NO,7
1169,Ninglashaini Temple,NO,NO,NO,NO,NO,7
1170,Badimalika Temple,NO,NO,NO,NO,NO,7
1170,Badimalika Temple,HOTEL DRISTI,Badimalika 10600,"""Riverside location, good for relaxation""",4,Low: $12–$25,7
1170,Badimalika Temple,NO,NO,NO,NO,NO,7
1171,Khaptad Top View,NO,NO,NO,NO,NO,7
1171,Khaptad Top View,Khaptad Hotel,Toleni 10800,"""Budget-friendly, central location""",4.1,Low: $12–$25,7
1171,Khaptad Top View,NO,NO,NO,NO,NO,7
1172,Jhulaghat River Viewpoint,NO,NO,NO,NO,NO,7
1172,Jhulaghat River Viewpoint,NO,NO,NO,NO,NO,7
1172,Jhulaghat River Viewpoint,NO,NO,NO,NO,NO,7
1173,Mahakali River Minor Spots,Hotels are there but in India,Hotels are there but in India,NO,NO,NO,7
1173,Mahakali River Minor Spots,Hotels are there but in India,Hotels are there but in India,NO,NO,NO,7
1173,Mahakali River Minor Spots,Hotels are there but in India,Hotels are there but in India,NO,NO,NO,7
1174,Doti Tiny Hilltop Viewpoint,NO,NO,NO,NO,NO,7
1174,Doti Tiny Hilltop Viewpoint,NO,NO,NO,NO,NO,7
1174,Doti Tiny Hilltop Viewpoint,NO,NO,NO,NO,NO,7
1175,Gauriganga River Upper Trek Sites,NO,NO,NO,NO,NO,7
1175,Gauriganga River Upper Trek Sites,NO,NO,NO,NO,NO,7
1175,Gauriganga River Upper Trek Sites,NO,NO,NO,NO,NO,7
1176,Bajhang Hidden Stream,NO,NO,NO,NO,NO,7
1176,Bajhang Hidden Stream,NO,NO,NO,NO,NO,7
1176,Bajhang Hidden Stream,NO,NO,NO,NO,NO,7
1177,Far Western Cultural Circuit (Doti/Accham sites),NO,NO,NO,NO,NO,7
1177,Far Western Cultural Circuit (Doti/Accham sites),NO,NO,NO,NO,NO,7
1177,Far Western Cultural Circuit (Doti/Accham sites),NO,NO,NO,NO,NO,7
1178,Api Nampa Conservation Area,NO,NO,NO,NO,NO,7
1178,Api Nampa Conservation Area,NO,NO,NO,NO,NO,7
1178,Api Nampa Conservation Area,NO,NO,NO,NO,NO,7
1179,Shuklaphanta National Park,Hotel Chetan,Bhimdatta 10400,"""Eco-friendly, close to nature""",4,Mid: $25–$45,7
1179,Shuklaphanta National Park,Pokhari cottage,Bhimdatta 10400,Tranquil environment; nature walks,4.4,Low: $12–$25,7
1179,Shuklaphanta National Park,KJS Inn,"Opposite to Buspark, Bheemdatt-6, Main Gate, Bhimdatta 00977",Cozy rooms; panoramic views,4.2,High: $40–$70,7
1180,Khaptad National Park (western edge),NO,NO,Riverside setting; peaceful atmosphere,4.1,Mid: $25–$45,7
1180,Khaptad National Park (western edge),Khaptad Hotel,Toleni 10800,Scenic views; comfortable stay,4,Low: $12–$25,7
1180,Khaptad National Park (western edge),NO,NO,NO,NO,NO,7
1181,Api Himal Base Camp,NO,NO,NO,NO,NO,7
1181,Api Himal Base Camp,NO,NO,NO,NO,NO,7
1181,Api Himal Base Camp,NO,NO,NO,NO,NO,7
1182,Baitadi Micro Temple,NO,NO,NO,NO,NO,7
1182,Baitadi Micro Temple,NO,NO,NO,NO,NO,7
1182,Baitadi Micro Temple,NO,NO,NO,NO,NO,7
1183,Lesser Tributaries & Streams,NO,NO,NO,NO,NO,7
1183,Lesser Tributaries & Streams,NO,NO,NO,NO,NO,7
1183,Lesser Tributaries & Streams,NO,NO,NO,NO,NO,7
1184,Tripura Sundari Temple,NO,NO,NO,NO,NO,7
1184,Tripura Sundari Temple,NO,NO,NO,NO,NO,7
1184,Tripura Sundari Temple,NO,NO,NO,NO,NO,7
1185,Ramaroshan,NO,NO,NO,NO,NO,7
1185,Ramaroshan,NO,NO,NO,NO,NO,7
1185,Ramaroshan,NO,NO,NO,NO,NO,7
1186,Khaptad Waterfalls,NO,NO,NO,NO,NO,7
1186,Khaptad Waterfalls,Khaptad Hotel,Toleni 10800,Mountain views; cultural heritage,4,Low: $12–$25,7
1186,Khaptad Waterfalls,NO,NO,NO,NO,NO,7
1187,Dhangadhi,Hotel Dinesh,"Bandevi, 1 Tole, Dhangadhi 10900",Tranquil environment; nature walks,4,Mid: $25–$45,7
1187,Dhangadhi,NO,NO,NO,NO,NO,7
1187,Dhangadhi,OYO 342 Hotel Sunlight,"Main Road, Dhangadhi 10900",Riverside setting; peaceful atmosphere,4.1,High: $40–$70,7
1188,Api Himal Base Camp,NO,NO,NO,NO,NO,7
1188,Api Himal Base Camp,NO,NO,NO,NO,NO,7
1188,Api Himal Base Camp,NO,NO,NO,NO,NO,7
1189,Api Nampa Conservation Area,NO,NO,NO,NO,NO,7
1189,Api Nampa Conservation Area,NO,NO,NO,NO,NO,7
1189,Api Nampa Conservation Area,NO,NO,NO,NO,NO,7
1190,Badimalika Temple,NO,NO,Panoramic views; cultural experience,4.2,Mid: $25–$45,7
1190,Badimalika Temple,HOTEL DRISTI,Badimalika 10600,Mountain views; cultural heritage,4.1,Low: $12–$25,7
1190,Badimalika Temple,NO,NO,NO,NO,NO,7
1191,Baitadi,NO,NO,NO,NO,NO,7
1191,Baitadi,NO,NO,NO,NO,NO,7
1191,Baitadi,NO,NO,NO,NO,NO,7
1192,Baitadi Minor Temples,NO,NO,NO,NO,NO,7
1192,Baitadi Minor Temples,NO,NO,NO,NO,NO,7
1192,Baitadi Minor Temples,NO,NO,NO,NO,NO,7
1193,Bajhang,NO,NO,NO,NO,NO,7
1193,Bajhang,NO,NO,NO,NO,NO,7
1193,Bajhang,NO,NO,NO,NO,NO,7
1194,Chhoti Hill Viewpoint,NO,NO,NO,NO,NO,7
1194,Chhoti Hill Viewpoint,NO,NO,NO,NO,NO,7
1194,Chhoti Hill Viewpoint,NO,NO,NO,NO,NO,7
1195,Chhoti Shivalaya Temple,Sitar Hotel and Restaurant Pvt. Ltd,Dhangadhi 10900,Riverside views; serene environment,4,Mid: $25–$45,7
1195,Chhoti Shivalaya Temple,HOTEL DEV INN,"PH27+P52, Dhangadhi 10900","""Budget-friendly, central location""",4,Low: $12–$25,7
1195,Chhoti Shivalaya Temple,Hotel Jalsa,"PH3F+VXG, Dhangadhi 10900","""Simple amenities, good for short stays""",4.4,High: $40–$70,7
1196,Dhangadhi,Hotel Dinesh,"Bandevi, 1 Tole, Dhangadhi 10900","""Serene ambiance, close to nature""",4.2,Mid: $25–$45,7
1196,Dhangadhi,NO,NO,NO,NO,NO,7
1196,Dhangadhi,OYO 342 Hotel Sunlight,"Main Road, Dhangadhi 10900","""Peaceful surroundings, basic facilities""",4,High: $40–$70,7
1197,Doti Tiny Hilltop Viewpoint,NO,NO,NO,NO,NO,7
1197,Doti Tiny Hilltop Viewpoint,NO,NO,NO,NO,NO,7
1197,Doti Tiny Hilltop Viewpoint,NO,NO,NO,NO,NO,7
1198,Far Western Cultural Circuit,NO,NO,NO,NO,NO,7
1198,Far Western Cultural Circuit,NO,NO,NO,NO,NO,7
1198,Far Western Cultural Circuit,NO,NO,NO,NO,NO,7
1199,Gauriganga River Upper Trek Sites,NO,NO,NO,NO,NO,7
1199,Gauriganga River Upper Trek Sites,NO,NO,NO,NO,NO,7
1199,Gauriganga River Upper Trek Sites,NO,NO,NO,NO,NO,7
1200,Gauriganga Waterfall,Gauriganga Waterfall,"QP7V+XX, Mahendra Hwy, Chaumala 10900","""Cultural heritage, friendly staff""",4,Mid: $25–$45,7
1200,Gauriganga Waterfall,NO,NO,NO,NO,NO,7
1200,Gauriganga Waterfall,NO,NO,NO,NO,NO,7
