Destination ID,Destination ,District,Best Season,Tags,Main Category,Activities,Difficulty Level,Accessibility,Latitude,Longitude,Province
1090,Hariharpur,Bardiya,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.2250° N,81.7650° E,5
1091,Ranighat,Bardiya,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,28.2300° N,81.7700° E,5
1092,Sunwal,Nawalparasi,Oct–Dec,Urban,Urban & Modern Attractions,Sightseeing,Easy,Road,27.9500° N,83.5500° E,5
1093,Siddharthanagar,Kapilvastu,Oct–Dec,Urban,Urban & Modern Attractions,Sightseeing,Easy,Road,27.5231° N,83.4167° E,5
1094,Bisunpura,Kapilvastu,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.5250° N,83.4200° E,5
1095,Rudrapur,Kapilvastu,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.5300° N,83.4250° E,5
1096,Balarampur,Kapilvastu,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,27.5350° N,83.4300° E,5
1097,Limi,Humla,Jun–Sep,"Rural, Scenic",Natural Attractions,"Trekking, Cultural Exploration",Hard,"Foot, Helicopter",30.0921,81.4234,6
1098,Hepka,Humla,Jun–Sep,"Rural, Scenic",Natural Attractions,"Trekking, Cultural Exploration",Hard,Foot,30.0456,81.5123,6
1099,Muchu,Humla,Jun–Sep,"Rural, Scenic",Natural Attractions,"Trekking, Cultural Exploration",Moderate,Foot,29.9765,81.5945,6
1100,Simikot,Humla,Mar–Oct,"Urbanic, Scenic",Natural Attractions,"Trekking, Cultural Exploration",Moderate,"Road, Air",29.9444,81.7861,6
1101,Raha,Dolpa,Mar–Nov,"Rural, Scenic",Natural Attractions,"Trekking, Cultural Exploration",Moderate,"Road, Foot",29.4381,82.8145,6
1102,Bhandarlek,Jajarkot,Mar–Nov,"Rural, Scenic",Natural Attractions,"Trekking, Cultural Exploration",Moderate,"Road, Foot",28.1333,81.7333,6
1103,Kharpunath,Humla,Jun–Sep,"Religious, Scenic",Natural Attractions,"Pilgrimage, Trekking",Hard,Foot,30.075,81.5678,6
1104,Mangri,Mugu,Mar–Nov,"Rural, Scenic",Natural Attractions,"Trekking, Cultural Exploration",Moderate,"Road, Foot",29.4542,81.6303,6
1105,Mugu,Mugu,Mar–Nov,"Urbanic, Scenic",Natural Attractions,"Trekking, Cultural Exploration",Moderate,"Road, Foot",29.3328,81.6348,6
1106,Shreenagar,Surkhet,Sep–Nov,"Rural, Scenic",Natural Attractions,"Trekking, Cultural Exploration",Moderate,Road,28.5992,81.6223,6
1107,Maila,Surkhet,Sep–Nov,"Rural, Scenic",Natural Attractions,"Trekking, Cultural Exploration",Moderate,Road,28.55,81.65,6
1108,Birat,Dailekh,Mar–Nov,"Rural, Scenic",Natural Attractions,"Trekking, Cultural Exploration",Moderate,Road,29.05,81.5,6
1109,Kalai,Dailekh,Mar–Nov,"Rural, Scenic",Natural Attractions,"Trekking, Cultural Exploration",Moderate,Road,29.1,81.55,6
1110,Rara,Mugu,Mar–Nov,"Scenic, Lakes",Natural Attractions,"Boating, Trekking",Moderate,Road,29.3775,81.5333,6
1111,Chandannath,Dailekh,Mar–Nov,"Religious, Scenic",Natural Attractions,"Pilgrimage, Cultural Exploration",Moderate,Road,29.1,81.45,6
1112,Shey Phoksundo NP,Dolpa,Mar–Nov,"Scenic, Nature",Natural Attractions,"Trekking, Wildlife Viewing",Hard,"Road, Foot",28,82.8,6
1113,Kanjeralwa,Dailekh,Mar–Nov,"Rural, Scenic",Natural Attractions,"Trekking, Cultural Exploration",Moderate,Road,29.2,81.6,6
1114,Phoksundo,Dolpa,Mar–Nov,"Scenic, Nature",Natural Attractions,"Trekking, Wildlife Viewing",Hard,"Road, Foot",28,82.8,6
1115,Dho,Dolpa,Mar–Nov,"Rural, Scenic",Natural Attractions,"Trekking, Cultural Exploration",Moderate,"Road, Foot",28,82.8,6
1116,Lawan,Humla,Jun–Sep,"Rural, Scenic",Natural Attractions,"Trekking, Cultural Exploration",Hard,Foot,30,81.5,6
1117,Jufai,Humla,Jun–Sep,"Rural, Scenic",Natural Attractions,"Trekking, Cultural Exploration",Hard,Foot,30.05,81.55,6
1118,Dunai,Dolpa,Mar–Nov,"Rural, Scenic",Natural Attractions,"Trekking, Cultural Exploration",Moderate,Road,28,82.8,6
1119,Hiunchuli,Humla,Jun–Sep,"Scenic, Mountains",Natural Attractions,"Trekking, Mountaineering",Hard,Foot,30.1,81.6,6
1120,Sakala,Humla,Jun–Sep,"Rural, Scenic",Natural Attractions,"Trekking, Cultural Exploration",Hard,Foot,30.15,81.65,6
1121,Guthichaur,Dailekh,Mar–Nov,"Rural, Scenic",Natural Attractions,"Trekking, Cultural Exploration",Moderate,Road,29.2,81.7,6
1122,Manma,Kalikot,Mar–Nov,"Rural, Scenic",Natural Attractions,"Trekking, Cultural Exploration",Moderate,Road,29.3,81.8,6
1123,Saldang,Dolpa,Mar–Nov,"Rural, Scenic",Natural Attractions,"Trekking, Cultural Exploration",Moderate,Road,28,82.8,6
1124,Tinje,Dolpa,Mar–Nov,"Rural, Scenic",Natural Attractions,"Trekking, Cultural Exploration",Moderate,Road,28,82.8,6
1125,Bhalu Lek,Dailekh,Mar–Nov,"Rural, Scenic",Natural Attractions,"Trekking, Cultural Exploration",Moderate,Road,29.25,81.75,6
1126,Dullu,Dailekh,Mar–Nov,"Rural, Scenic",Natural Attractions,"Trekking, Cultural Exploration",Moderate,Road,29.3,81.8,6
1127,Narayan Municipality,Dailekh,Mar–Nov,"Urbanic, Scenic",Natural Attractions,"Trekking, Cultural Exploration",Moderate,Road,29.35,81.85,6
1128,Daha,Dailekh,Mar–Nov,"Rural, Scenic",Natural Attractions,"Trekking, Cultural Exploration",Moderate,Road,29.4,81.9,6
1129,Hiunchuli Patan,Humla,Jun–Sep,"Scenic, Mountains",Natural Attractions,"Trekking, Mountaineering",Hard,Foot,30.2,81.7,6
1130,Khalanga,Kalikot,Mar–Nov,"Rural, Scenic",Natural Attractions,"Trekking, Cultural Exploration",Moderate,Road,29.5,81.95,6
1131,Jhula,Kalikot,Mar–Nov,"Rural, Scenic",Natural Attractions,"Trekking, Cultural Exploration",Moderate,Road,29.55,81.95,6
1132,Sima,Kalikot,Mar–Nov,"Rural, Scenic",Natural Attractions,"Trekking, Cultural Exploration",Moderate,Road,29.6,81.95,6
1133,Birendranagar,Surkhet,Sep–Nov,"Urbanic, Scenic",Natural Attractions,"Trekking, Cultural Exploration",Moderate,Road,28.6,81.6167,6
1134,Babiyachaur,Surkhet,Sep–Nov,"Rural, Scenic",Natural Attractions,"Trekking, Cultural Exploration",Moderate,Road,28.65,81.6167,6
1135,Sharada,Surkhet,Sep–Nov,"Rural, Scenic",Natural Attractions,"Trekking, Cultural Exploration",Moderate,Road,28.67,81.62,6
1136,Bulbule Lake,Surkhet,Mar–Nov,"Scenic, Nature",Natural Attractions,"Boating, Photography",Moderate,Road,28.6,81.6,6
1137,Sinja Valley,Jumla,Apr–Oct,"Historical, Trekking",Trekking & Adventure,"Cultural Exploration, Trekking",Moderate,"Road, Foot",29.3,82.1,6
1138,Panchakoshi Area,Surkhet,Mar–Nov,"Religious, Scenic",Natural Attractions,"Pilgrimage, Nature Walks",Moderate,Road,28.7,81.7,6
1139,Kakrebihar,Surkhet,Mar–Nov,"Religious, Scenic",Natural Attractions,"Pilgrimage, Photography",Moderate,Road,28.65,81.75,6
1140,Bheri River,Dailekh,Mar–Nov,"Adventure, Scenic",Natural Attractions,"Rafting, Fishing",Moderate,Road,29.4,81.6,6
1141,Chhayanath Rara,Jajarkot,Mar–Nov,"Scenic, Nature",Natural Attractions,"Boating, Trekking",Moderate,Road,29.25,81.5,6
1142,Mount Kanjiroba,Dolpa,Apr–Oct,"Mountains, Scenic",Natural Attractions,"Trekking, Mountaineering",Hard,Foot,28.3,82.1,6
1143,Putha Hiunchuli,Dolpa,Apr–Oct,"Mountains, Scenic",Natural Attractions,"Trekking, Mountaineering",Hard,Foot,28.4,82.15,6
1144,Kande Hiun Chuli,Dolpa,Apr–Oct,"Mountains, Scenic",Natural Attractions,"Trekking, Mountaineering",Hard,Foot,28.1,82.2,6
1145,Chankheli Peak,Humla,Apr–Oct,"Mountains, Scenic",Natural Attractions,"Trekking, Mountaineering",Hard,Foot,30.05,81.55,6
1146,Changdi (Lalung),Dolpa,Apr–Oct,"Mountains, Scenic",Natural Attractions,"Trekking, Mountaineering",Hard,Foot,28.2,82.25,6
1147,Kubi Gangri (Kanti Himal),Dolpa,Apr–Oct,"Mountains, Scenic",Natural Attractions,"Trekking, Mountaineering",Hard,Foot,28.35,82.3,6
1148,Fimkof,Dolpa,Apr–Oct,"Mountains, Scenic",Natural Attractions,"Trekking, Mountaineering",Hard,Foot,28.25,82.18,6
1149,Phoksundo,Dolpa,May–Oct,Lake,Natural Attractions,"Hiking, Photography",Moderate,Trail,29.1833° N,82.9333° E,6
1150,Kanjiroba,Dolpa,May–Oct,Mountain,Natural Attractions,"Trekking, Climbing",Challenging,Trail,29.3000° N,82.6000° E,6
1151,Patmara,Jumla,May–Oct,Rural,Village & Rural Tourism,Hiking,Moderate,Trail,29.2833° N,82.1833° E,6
1152,Mugu,Mugu,May–Oct,"Rural, Scenic",Natural Attractions,Hiking,Moderate,Air/Road,29.5500° N,82.2700° E,6
1153,Rara,Mugu,May–Oct,"Lake, Scenic",Natural Attractions,"Boating, Trekking",Moderate,Trail/Road,29.5333° N,82.0833° E,6
1154,Chhoti Hill Viewpoint,Kailali,Autumn/Winter,Hill View,Natural Attractions,Hiking/Sunset View,Easy,Roadside Trails,28.78,80.95,7
1155,Bajhang Offbeat Villages,Bajhang,All Year,Cultural/Offbeat,Cultural & Religious Sites,Village Walk/Homestay,Easy,Limited Road,29.6,81.2,7
1156,Malika Historical Sites,Bajhang,Autumn/Spring,Historical/Heritage,Cultural & Religious Sites,Sightseeing/Study,Moderate,Trail & Road Access,29.55,81.1,7
1157,Jhulaghat Small Temples,Baitadi / Darchula,All Year,Cultural/Temple,Cultural & Religious Sites,Pilgrimage/Photography,Easy,Nearby Road,29.7,80.4,7
1158,Chhoti Shivalaya Temple,Kailali,All Year,Religious/Temple,Cultural & Religious Sites,Pilgrimage/Worship,Easy,Road Accessible,28.7,80.95,7
1159,Gauriganga Waterfall,Bajhang,Monsoon/Autumn,Waterfall,Natural Attractions,Hiking/Photography,Moderate,Trail Access,29.583,81.05,7
1160,Doti Hidden Trails,Doti,Autumn/Spring,Trekking/Offbeat,Trekking & Adventure,Trekking/Hiking,Moderate,Trekking Trails,29.28,80.9,7
1161,Rauteli Lake,Darchula,Oct–Mar,Lake; Scenic; Nature; Trekking,Trekking & Adventure,Sightseeing; Photography; Trekking; Camping,Moderate,Road + Trek,29.85,80.5,7
1162,Kailali / Rupandehi,Kailali / Rupandehi,Oct–Feb,"City, Nature",Natural Attractions,"Sightseeing, Photography",Easy,Road accessible,28.5,81.9,7
1163,Doti,Doti,Oct–Nov,"Hills, Scenic",Natural Attractions,"Hiking, Photography",Moderate,Road + Trek,29.2,80.87,7
1164,Bajhang,Bajhang,Oct–Nov,"Hills, Nature",Natural Attractions,"Trekking, Photography",Hard,Trek route,29.11,81.2,7
1165,Baitadi,Baitadi,Oct–Nov,"Hills, Culture",Natural Attractions,"Temple Visit, Photography",Moderate,Road + Walk,29.542,80.525,7
1166,Khaptad Baba Ashram,Doti,Oct–Mar,Ashram; Hindu; Spiritual,Cultural & Religious Sites,Worship; Photography; Nature Walks,Moderate,Road + Short Trek,29.1,80.8,7
1167,Jhulaghat (Mechinagar border area),Baitadi/Kailali border,All Year,"Border, Scenic",Natural Attractions,"Sightseeing, Local Markets",Easy,"Road, Easy",29.6,80.5,7
1168,Ghodaghodi Tal,Kailali,Oct-Mar,"Wetland, Birdwatching",Natural Attractions,"Birdwatching, Boating",Easy,"Road, Easy",28.8,80.6,7
1169,Ninglashaini Temple,Baitadi,Oct-Mar,"Religious, Cultural",Cultural & Religious Sites,"Pilgrimage, Festivals",Easy-Moderate,"Road, Moderate",29.428,80.395,7
1170,Badimalika Temple,Achham,Apr-Oct,"Religious, Pilgrimage",Cultural & Religious Sites,"Pilgrimage, Trekking",Moderate-High,"Road + Trek, Moderate",29,80.5,7
1171,Khaptad Top View,Doti,Oct–Mar,Viewpoint; Scenic; Nature; Trekking,Trekking & Adventure,Photography; Trekking; Camping; Nature Walks,Moderate,Road + Trek,29.15,80.8,7
1172,Jhulaghat River Viewpoint,Baitadi,Oct–Mar,River; Scenic; Nature,Natural Attractions,Sightseeing; Photography; Picnic; Short Trek,Easy,Road Accessible,29.45,80.55,7
1173,Mahakali River Minor Spots,Darchula/Baitadi,Oct–Mar,River; Nature; Scenic,Natural Attractions,Photography; Sightseeing; Picnic,Easy,Road Accessible,29.6,80.55,7
1174,Doti Tiny Hilltop Viewpoint,Doti,Oct–Mar,Viewpoint; Nature; Offbeat,Natural Attractions,Photography; Short Trek; Nature Observation,Moderate,Road + Short Trek,29.1,80.8,7
1175,Gauriganga River Upper Trek Sites,Bajhang,Oct–Mar,River; Scenic; Nature; Trekking,Trekking & Adventure,Photography; Trekking; Camping; Nature Walks,Moderate,Road + Trek,29.15,81.05,7
1176,Bajhang Hidden Stream,Bajhang,Oct–Mar,River; Nature; Offbeat,Natural Attractions,Photography; Short Walk; Nature Observation,Moderate,Road + Short Trek,29.15,81.05,7
1177,Far Western Cultural Circuit (Doti/Accham sites),Doti/Achham,Oct-Mar,"Cultural, Heritage",Cultural & Religious Sites,"Heritage Tours, Festivals",Easy-Moderate,"Road, Moderate",29.2,80.3,7
1178,Api Nampa Conservation Area,Darchula/Bajhang,May-Oct,"Conservation, Mountain",Natural Attractions,"Trekking, Cultural",High,"Remote Trek, Challenging",30,80,7
1179,Shuklaphanta National Park,Kanchanpur,Oct-Mar,"Wildlife, Grassland",Wildlife & Conservation,"Wildlife Safari, Birdwatching",Easy-Moderate,"Road, Moderate",28.9167,80.5167,7
1180,Khaptad National Park (western edge),Doti/Kailali area,Oct-Mar,"National Park, Hiking",Natural Attractions,"Hiking, Nature",Moderate,"Road + Trek, Moderate",29.02,80.36,7
1181,Api Himal Base Camp,Darchula,"Spring, Autumn","Trekking, Mountains",Trekking & Adventure,"Trekking, Camping",Hard,Remote Trek,30.0667,81.25,7
1182,Baitadi Micro Temple,Baitadi,Oct–Mar,Temple; Local; Offbeat,Cultural & Religious Sites,Worship; Photography; Short Walk,Easy,Road Accessible,29.45,80.55,7
1183,Lesser Tributaries & Streams,Kailali / Doti / Bajhang,Monsoon/Autumn,Nature/Water,Natural Attractions,Exploration/Hiking,Moderate,Local Trails,29.15,80.85,7
1184,Tripura Sundari Temple,Baitadi,"Spring, Autumn","Religious, Cultural",Cultural & Religious Sites,"Pilgrimage, Sightseeing",Easy,Road,29.5167,80.55,7
1185,Ramaroshan,Achham,"Spring, Summer","Nature, Lakes, Meadows",Natural Attractions,"Hiking, Sightseeing",Moderate,Road + Trek,29.25,81.25,7
1186,Khaptad Waterfalls,Doti,Oct–Mar,Waterfall; Nature; Scenic,Natural Attractions,Photography; Trekking; Nature Walks; Camping,Moderate,Road + Trek,29.1,80.8,7
1187,Dhangadhi,Kailali,Oct–Feb,"City, Cultural",Cultural & Religious Sites,Sightseeing,Easy,Road accessible,28.707,80.594,7
1188,Api Himal Base Camp,Darchula,"Spring, Autumn","Trekking, Mountains",Trekking & Adventure,"Trekking, Camping",Hard,Remote Trek,30.0667,81.25,7
1189,Api Nampa Conservation Area,Darchula/Bajhang,May-Oct,"Conservation, Mountain",Natural Attractions,"Trekking, Cultural",High,"Remote Trek, Challenging",30,80,7
1190,Badimalika Temple,Achham,Apr-Oct,"Religious, Pilgrimage",Cultural & Religious Sites,"Pilgrimage, Trekking",Moderate-High,"Road + Trek, Moderate",29,80.5,7
1191,Baitadi,Baitadi,Oct–Nov,"Hills, Culture",Natural Attractions,"Temple Visit, Photography",Moderate,Road + Walk,29.542,80.525,7
1192,Baitadi Minor Temples,Baitadi,All Year,Religious/Local,Cultural & Religious Sites,Pilgrimage/Photography,Easy,Road & Footpath,29.52,80.65,7
1193,Bajhang,Bajhang,Oct–Nov,"Hills, Nature",Natural Attractions,"Trekking, Photography",Hard,Trek route,29.11,81.2,7
1194,Chhoti Hill Viewpoint,Kailali,Autumn/Winter,Hill View,Natural Attractions,Hiking/Sunset View,Easy,Roadside Trails,28.78,80.95,7
1195,Chhoti Shivalaya Temple,Kailali,All Year,Religious/Temple,Cultural & Religious Sites,Pilgrimage/Worship,Easy,Road Accessible,28.7,80.95,7
1196,Dhangadhi,Kailali,Oct–Feb,"City, Cultural",Cultural & Religious Sites,Sightseeing,Easy,Road accessible,28.707,80.594,7
1197,Doti Tiny Hilltop Viewpoint,Doti,Oct–Mar,Viewpoint; Nature; Offbeat,Natural Attractions,Photography; Short Trek; Nature Observation,Moderate,Road + Short Trek,29.1,80.8,7
1198,Far Western Cultural Circuit (Doti/Accham sites),Doti/Achham,Oct-Mar,"Cultural, Heritage",Cultural & Religious Sites,"Heritage Tours, Festivals",Easy-Moderate,"Road, Moderate",29.2,80.3,7
1199,Gauriganga River Upper Trek Sites,Bajhang,Oct–Mar,River; Scenic; Nature; Trekking,Trekking & Adventure,Photography; Trekking; Camping; Nature Walks,Moderate,Road + Trek,29.15,81.05,7
1200,Gauriganga Waterfall,Bajhang,Monsoon/Autumn,Waterfall,Natural Attractions,Hiking/Photography,Moderate,Trail Access,29.583,81.05,7
1201,Ghodaghodi Tal,Kailali,Oct-Mar,"Wetland, Birdwatching",Natural Attractions,"Birdwatching, Boating",Easy,"Road, Easy",28.8,80.6,7
1202,Jhulaghat (Mechinagar border area),Baitadi/Kailali border,All Year,"Border, Scenic",Natural Attractions,"Sightseeing, Local Markets",Easy,"Road, Easy",29.6,80.5,7
1203,Jhulaghat River Viewpoint,Baitadi,Oct–Mar,River; Scenic; Nature,Natural Attractions,Sightseeing; Photography; Picnic; Short Trek,Easy,Road Accessible,29.45,80.55,7
1204,Jhulaghat Small Temples,Baitadi / Darchula,All Year,Cultural/Temple,Cultural & Religious Sites,Pilgrimage/Photography,Easy,Nearby Road,29.7,80.4,7
1205,Kailali / Rupandehi,Kailali / Rupandehi,Oct–Feb,"City, Nature",Natural Attractions,"Sightseeing, Photography",Easy,Road accessible,28.5,81.9,7
1206,Khaptad Baba Ashram,Doti,Oct–Mar,Ashram; Hindu; Spiritual,Cultural & Religious Sites,Worship; Photography; Nature Walks,Moderate,Road + Short Trek,29.1,80.8,7
1207,Khaptad National Park (western edge),Doti/Kailali area,Oct-Mar,"National Park, Hiking",Natural Attractions,"Hiking, Nature",Moderate,"Road + Trek, Moderate",29.02,80.36,7
1208,Khaptad Top View,Doti,Oct–Mar,Viewpoint; Scenic; Nature; Trekking,Trekking & Adventure,Photography; Trekking; Camping; Nature Walks,Moderate,Road + Trek,29.15,80.8,7
1209,Khaptad Waterfalls,Doti,Oct–Mar,Waterfall; Nature; Scenic,Natural Attractions,Photography; Trekking; Nature Walks; Camping,Moderate,Road + Trek,29.1,80.8,7
1210,Lesser Tributaries & Streams,Kailali / Doti / Bajhang,Monsoon/Autumn,Nature/Water,Natural Attractions,Exploration/Hiking,Moderate,Local Trails,29.15,80.85,7
1211,Mahakali River Minor Spots,Darchula/Baitadi,Oct–Mar,River; Nature; Scenic,Natural Attractions,Photography; Sightseeing; Picnic,Easy,Road Accessible,29.6,80.55,7
1212,Malika Historical Sites,Bajhang,Autumn/Spring,Historical/Heritage,Cultural & Religious Sites,Sightseeing/Study,Moderate,Trail & Road Access,29.55,81.1,7
1213,Ninglashaini Temple,Baitadi,Oct-Mar,"Religious, Cultural",Cultural & Religious Sites,"Pilgrimage, Festivals",Easy-Moderate,"Road, Moderate",29.428,80.395,7
1214,Ramaroshan,Achham,"Spring, Summer","Nature, Lakes, Meadows",Natural Attractions,"Hiking, Sightseeing",Moderate,Road + Trek,29.25,81.25,7
1215,Rauteli Lake,Darchula,Oct–Mar,Lake; Scenic; Nature; Trekking,Trekking & Adventure,Sightseeing; Photography; Trekking; Camping,Moderate,Road + Trek,29.85,80.5,7
1216,Shuklaphanta National Park,Kanchanpur,Oct-Mar,"Wildlife, Grassland",Wildlife & Conservation,"Wildlife Safari, Birdwatching",Easy-Moderate,"Road, Moderate",28.9167,80.5167,7
1217,Tripura Sundari Temple,Baitadi,"Spring, Autumn","Religious, Cultural",Cultural & Religious Sites,"Pilgrimage, Sightseeing",Easy,Road,29.5167,80.55,7
1218,Dipayal Silgadhi,Doti,Oct–Dec,"Urban, Scenic",Natural Attractions,"Sightseeing, Hiking",Moderate,Road,29.2600° N,80.9400° E,7
1219,Gobghat Bazzar,Doti,Oct–Dec,"Market, Cultural",Cultural & Religious Sites,"Local Trade, Walk",Easy,Road,29.2650° N,80.9450° E,7
1220,Mathbora,Doti,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,29.2700° N,80.9500° E,7
1221,Latamandau,Doti,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,29.2750° N,80.9550° E,7
1222,Banedugri Sain,Doti,Oct–Dec,Hills,Natural Attractions,Trekking,Challenging,Trail,29.2800° N,80.9600° E,7
1223,Moi,Doti,Oct–Dec,Village,Village & Rural Tourism,Cultural Visit,Easy,Road,29.2850° N,80.9650° E,7
1224,Kailpalmandu,Doti,Oct–Dec,Village,Village & Rural Tourism,Sightseeing,Easy,Road,29.2900° N,80.9700° E,7
1225,Ganeshpur,Doti,Oct–Dec,Village,Village & Rural Tourism,Cultural Visit,Easy,Road,29.2950° N,80.9750° E,7
1226,Malma,Doti,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,29.3000° N,80.9800° E,7
1227,Amargadhi,Dadeldhura,Oct–Dec,Urban,Urban & Modern Attractions,Sightseeing,Easy,Road,29.3000° N,80.5800° E,7
1228,Bhadrapur,Dadeldhura,Oct–Dec,Village,Village & Rural Tourism,Cultural Visit,Easy,Road,29.3100° N,80.5900° E,7
1229,Chipur,Dadeldhura,Oct–Dec,Rural,Village & Rural Tourism,Hiking,Moderate,Road,29.3200° N,80.6000° E,7
1230,Mahakali,Darchula,Oct–Dec,"River, Religious",Natural Attractions,Sightseeing,Easy,Road,29.8400° N,80.5500° E,7
1231,Pancheshwar,Darchula,Oct–Dec,Religious,Cultural & Religious Sites,Pilgrimage,Easy,Road,29.9000° N,80.5500° E,7
1232,Kailpal Temple,Doti,Oct–Dec,Temple,Cultural & Religious Sites,Religious Visit,Easy,Road,29.2800° N,80.9700° E,7
1233,Shibanath,Baitadi,Oct–Dec,Temple,Cultural & Religious Sites,Pilgrimage,Easy,Road,29.5400° N,80.7200° E,7
1234,Saipal,Bajhang,May–Oct,"Mountain, Trekking",Trekking & Adventure,Expedition,Challenging,Trail,30.0500° N,81.2200° E,7
1235,Khunka Daha,Bajura,May–Oct,Lake,Natural Attractions,Hiking,Moderate,Trail,29.5000° N,81.6000° E,7
1236,Badimalika,Bajura,May–Oct,"Temple, Hill",Natural Attractions,"Pilgrimage, Hiking",Moderate,Trail,29.5500° N,81.6500° E,7
1237,Kalapani,Darchula,May–Oct,Mountain Viewpoint,Natural Attractions,"Sightseeing, Trekking",Challenging,Trail,30.2000° N,80.9000° E,7
1238,Om Parvat Viewpoint,Darchula,May–Oct,Mountain,Natural Attractions,Sightseeing,Moderate,Trail,30.2100° N,80.9100° E,7
1239,Vyas Cave,Darchula,May–Oct,"Cave, Religious",Natural Attractions,Pilgrimage,Moderate,Trail,30.2200° N,80.9200° E,7
