destination,clean_text,spring,summer,autumn,winter,cluster
shey phoksundo np,scenic nature natural attraction trekking wildlife viewing shey phoksundo national park dolpa nepal largest national park covering square kilometer home phoksundo lake snow leopard blue sheep community park renowned dramatic landscape monastery biodiversity making cultural ecological treasure,1,0,1,0,1
kanjeralwa,rural scenic natural attraction trekking cultural exploration kanjeralwa himal peak dolpa rising meter part dhaulagiri range offer breathtaking view surrounding valley mountain sacred local community remains relatively unexplored symbolizing untouched grandeur himalaya,1,0,1,0,1
phoksundo,scenic nature natural attraction trekking wildlife viewing phoksundo lake dolpa nepal deepest lake located meter turquoise water surrounded cliff forest creating surreal landscape lake sacred buddhist bon practitioner monastery nearby phoksundo spiritual sanctuary natural wonder,1,0,1,0,1
dho,rural scenic natural attraction trekking cultural exploration dho tarap dolpa valley settlement meter one highest human settlement nepal known tibetan buddhist culture monastery yak caravan dho tarap reflects resilience himalayan community living isolation,1,0,1,0,1
lawan,rural scenic natural attraction trekking cultural exploration lawan rural settlement dolpa characterized highland farming tradition quiet village agriculture spirituality coexist reflecting authentic rhythm himalayan life,0,1,1,0,3
jufai,rural scenic natural attraction trekking cultural exploration jufai small settlement dolpa notable traditional lifestyle scenic landscape surrounded mountain valley offering cultural depth natural beauty,0,1,1,0,3
dunai,rural scenic natural attraction trekking cultural exploration dunai district headquarters dolpa located along thuli bheri river serf gateway shey phoksundo national park trekking route dunai blend modern administration traditional himalayan culture making strategic cultural center,1,0,1,0,1
hiunchuli,scenic mountain natural attraction trekking mountaineering hiunchuli peak annapurna range rising meter part trekking circuit near annapurna base camp mountain challenging climb offer stunning view machhapuchhre annapurna south hiunchuli symbolizes majesty nepal himalayan peak,0,1,1,0,3
sakala,rural scenic natural attraction trekking cultural exploration sakala rural settlement dolpa known traditional farming tibetan buddhist culture quiet village surrounded mountain reflecting resilience highland community,0,1,1,0,3
guthichaur,rural scenic natural attraction trekking cultural exploration guthichaur jumla district fertile valley famous apple orchard agricultural productivity hub jumla economy producing apple bean barley guthichaur embodies fusion natural abundance rural livelihood,1,0,1,0,1
manma,rural scenic natural attraction trekking cultural exploration manma district headquarters kalikot perched hillside overlooking karnali river growing administrative trade center blending modern development traditional culture manma serf gateway karnali remote district,1,0,1,0,1
saldang,rural scenic natural attraction trekking cultural exploration saldang dolpa village meter known tibetan buddhist monastery caravan trade route one largest village upper dolpa reflecting fusion spirituality tradition survival himalaya,1,0,1,0,1
tinje,rural scenic natural attraction trekking cultural exploration tinje dolpa remote settlement surrounded mountain valley culturally rich tibetan buddhist tradition shaping daily life tinje embodies isolation beauty himalayan community,1,0,1,0,1
bhalu lek,rural scenic natural attraction trekking cultural exploration bhalu lek dailekh district scenic hilltop area offering panoramic view himalaya known forest biodiversity cultural vibrancy bhalu lek popular destination trekking local tourism,1,0,1,0,1
dullu,rural scenic natural attraction trekking cultural exploration dullu dailekh district historic town known ancient temple cultural heritage capital khas malla kingdom archaeological remains still visible dullu blend history rural life making living museum western nepal,1,0,1,0,1
narayan municipality,urbanic scenic natural attraction trekking cultural exploration narayan municipality dailekh administrative cultural hub home temple market school serving center governance district narayan reflects blend tradition modernity western nepal,1,0,1,0,1
daha,rural scenic natural attraction trekking cultural exploration daha rural settlement dailekh characterized traditional farming communal tradition quiet village agriculture dominates daily life reflecting authentic rhythm hill community,1,0,1,0,1
hiunchuli patan,scenic mountain natural attraction trekking mountaineering hiunchuli patan highland plateau near annapurna region offering panoramic view peak valley grazing area livestock trekking destination embodying fusion natural beauty rural livelihood,0,1,1,0,3
khalanga,rural scenic natural attraction trekking cultural exploration khalanga administrative center district like jumla jajarkot karnali province serf hub governance trade culture surrounded hill river khalanga blend modern administration traditional lifestyle making gateway remote himalayan community,1,0,1,0,1
jhula,rural scenic natural attraction trekking cultural exploration jhula locality often associated suspension bridge jhula connect village across river bridge vital transportation rugged terrain symbolize resilience jhula reflects engineering ingenuity communal spirit rural nepal,1,0,1,0,1
